target,condition,source_context,n_source_perturbed_cells,n_source_batches,n_source_control_cells
jurkat,DDX5+ctrl,RPE1,196,55,11485
jurkat,DDX52+ctrl,RPE1,34,21,11485
jurkat,DDX55+ctrl,RPE1,76,38,11485
jurkat,DDX59+ctrl,RPE1,46,34,11485
jurkat,DENR+ctrl,RPE1,77,37,11485
jurkat,DHX16+ctrl,RPE1,71,40,11485
jurkat,DHX33+ctrl,RPE1,44,29,11485
jurkat,DHX36+ctrl,RPE1,71,42,11485
jurkat,DHX37+ctrl,RPE1,40,25,11485
jurkat,DKC1+ctrl,RPE1,23,20,11485
jurkat,DLD+ctrl,RPE1,71,37,11485
jurkat,DMAP1+ctrl,RPE1,43,30,11485
jurkat,DNAJC17+ctrl,RPE1,73,41,11485
jurkat,DNAJC8+ctrl,RPE1,138,50,11485
jurkat,DNMT1+ctrl,RPE1,102,44,11485
jurkat,DR1+ctrl,RPE1,37,28,11485
jurkat,DTL+ctrl,RPE1,47,34,11485
jurkat,DUT+ctrl,RPE1,46,32,11485
jurkat,DYNC1H1+ctrl,RPE1,29,24,11485
jurkat,DYNC1I2+ctrl,RPE1,52,33,11485
jurkat,EBNA1BP2+ctrl,RPE1,32,25,11485
jurkat,EEF2+ctrl,RPE1,70,39,11485
jurkat,EIF2B1+ctrl,RPE1,100,44,11485
jurkat,EIF2B5+ctrl,RPE1,114,48,11485
jurkat,EIF2S1+ctrl,RPE1,75,42,11485
jurkat,EIF2S2+ctrl,RPE1,30,26,11485
jurkat,EIF2S3+ctrl,RPE1,62,38,11485
jurkat,EIF3B+ctrl,RPE1,109,45,11485
jurkat,EIF3D+ctrl,RPE1,49,33,11485
jurkat,EIF3E+ctrl,RPE1,46,33,11485
jurkat,EIF3I+ctrl,RPE1,72,40,11485
jurkat,EIF3J+ctrl,RPE1,64,41,11485
jurkat,EIF3M+ctrl,RPE1,63,36,11485
jurkat,EIF4E+ctrl,RPE1,65,38,11485
jurkat,EIF4G2+ctrl,RPE1,150,50,11485
jurkat,EIF6+ctrl,RPE1,57,32,11485
jurkat,ERCC2+ctrl,RPE1,94,41,11485
jurkat,ETF1+ctrl,RPE1,84,44,11485
jurkat,EXOC7+ctrl,RPE1,32,21,11485
jurkat,EXOSC2+ctrl,RPE1,42,30,11485
jurkat,EXOSC3+ctrl,RPE1,54,34,11485
jurkat,EXOSC7+ctrl,RPE1,43,27,11485
jurkat,FAM136A+ctrl,RPE1,504,56,11485
jurkat,FAM32A+ctrl,RPE1,44,33,11485
jurkat,FARSA+ctrl,RPE1,57,35,11485
jurkat,FTSJ3+ctrl,RPE1,41,29,11485
jurkat,GARS+ctrl,RPE1,99,43,11485
jurkat,GFER+ctrl,RPE1,67,39,11485
jurkat,GFM1+ctrl,RPE1,1669,56,11485
jurkat,GINS2+ctrl,RPE1,57,32,11485
jurkat,GLE1+ctrl,RPE1,81,42,11485
jurkat,GNL3+ctrl,RPE1,34,26,11485
jurkat,GPN2+ctrl,RPE1,37,25,11485
jurkat,GPN3+ctrl,RPE1,34,28,11485
jurkat,GRSF1+ctrl,RPE1,122,49,11485
jurkat,GTF2E1+ctrl,RPE1,46,33,11485
jurkat,GTF2F2+ctrl,RPE1,55,34,11485
jurkat,HAUS5+ctrl,RPE1,90,46,11485
jurkat,HBS1L+ctrl,RPE1,45,30,11485
jurkat,HGS+ctrl,RPE1,44,33,11485
jurkat,HMGCS1+ctrl,RPE1,259,55,11485
jurkat,HNRNPH1+ctrl,RPE1,145,55,11485
jurkat,HSCB+ctrl,RPE1,227,54,11485
jurkat,HSPA9+ctrl,RPE1,94,43,11485
jurkat,HSPE1+ctrl,RPE1,98,47,11485
jurkat,IARS+ctrl,RPE1,32,26,11485
jurkat,ICE1+ctrl,RPE1,61,37,11485
jurkat,IGBP1+ctrl,RPE1,71,39,11485
jurkat,ILF2+ctrl,RPE1,54,35,11485
jurkat,INO80B+ctrl,RPE1,80,44,11485
jurkat,INTS3+ctrl,RPE1,65,40,11485
jurkat,INTS4+ctrl,RPE1,50,35,11485
jurkat,INTS9+ctrl,RPE1,27,21,11485
jurkat,IPO9+ctrl,RPE1,106,48,11485
jurkat,KANSL1+ctrl,RPE1,27,24,11485
jurkat,KARS+ctrl,RPE1,26,21,11485
jurkat,KAT8+ctrl,RPE1,53,39,11485
jurkat,KRI1+ctrl,RPE1,43,30,11485
jurkat,LAS1L+ctrl,RPE1,41,28,11485
jurkat,LETM1+ctrl,RPE1,153,50,11485
jurkat,LSG1+ctrl,RPE1,60,37,11485
jurkat,LSM3+ctrl,RPE1,48,28,11485
jurkat,LSM4+ctrl,RPE1,68,38,11485
jurkat,LSM5+ctrl,RPE1,72,36,11485
jurkat,LSM6+ctrl,RPE1,44,26,11485
jurkat,LSM7+ctrl,RPE1,44,30,11485
jurkat,MAD2L1+ctrl,RPE1,95,44,11485
jurkat,MARS+ctrl,RPE1,31,23,11485
jurkat,MAX+ctrl,RPE1,85,43,11485
jurkat,MCM2+ctrl,RPE1,41,28,11485
jurkat,MCM3+ctrl,RPE1,179,52,11485
jurkat,MCM3AP+ctrl,RPE1,70,41,11485
jurkat,MCM4+ctrl,RPE1,36,26,11485
jurkat,MCM6+ctrl,RPE1,120,52,11485
jurkat,MED11+ctrl,RPE1,32,23,11485
jurkat,MED19+ctrl,RPE1,195,54,11485
jurkat,MED22+ctrl,RPE1,29,24,11485
jurkat,MED29+ctrl,RPE1,29,24,11485
jurkat,MED4+ctrl,RPE1,59,36,11485
jurkat,MIOS+ctrl,RPE1,130,49,11485
jurkat,MNAT1+ctrl,RPE1,76,41,11485
jurkat,MPHOSPH10+ctrl,RPE1,27,22,11485
jurkat,MRGBP+ctrl,RPE1,32,22,11485
jurkat,MRPL36+ctrl,RPE1,1565,56,11485
jurkat,MRPL38+ctrl,RPE1,256,55,11485
jurkat,MRPS14+ctrl,RPE1,30,21,11485
jurkat,MTBP+ctrl,RPE1,86,41,11485
jurkat,MYBBP1A+ctrl,RPE1,31,23,11485
jurkat,NAA10+ctrl,RPE1,58,39,11485
jurkat,NAA20+ctrl,RPE1,89,43,11485
jurkat,NACA+ctrl,RPE1,25,19,11485
jurkat,NCBP1+ctrl,RPE1,28,24,11485
jurkat,NCBP2+ctrl,RPE1,34,25,11485
jurkat,NELFA+ctrl,RPE1,60,34,11485
jurkat,NELFCD+ctrl,RPE1,111,50,11485
jurkat,NFRKB+ctrl,RPE1,148,51,11485
jurkat,NFS1+ctrl,RPE1,56,32,11485
jurkat,NOC3L+ctrl,RPE1,40,29,11485
jurkat,NOL11+ctrl,RPE1,29,21,11485
jurkat,NOL12+ctrl,RPE1,28,21,11485
jurkat,NOL8+ctrl,RPE1,37,29,11485
jurkat,NRBP1+ctrl,RPE1,149,53,11485
jurkat,NUBP1+ctrl,RPE1,37,29,11485
jurkat,NUF2+ctrl,RPE1,58,34,11485
jurkat,NUP133+ctrl,RPE1,106,47,11485
jurkat,NUP54+ctrl,RPE1,79,41,11485
jurkat,NUP85+ctrl,RPE1,74,42,11485
jurkat,OGFOD1+ctrl,RPE1,52,32,11485
jurkat,ORC1+ctrl,RPE1,56,32,11485
jurkat,PABPN1+ctrl,RPE1,36,24,11485
jurkat,PAF1+ctrl,RPE1,67,35,11485
jurkat,PAM16+ctrl,RPE1,72,37,11485
jurkat,PAXBP1+ctrl,RPE1,138,50,11485
jurkat,PCID2+ctrl,RPE1,145,52,11485
jurkat,PDAP1+ctrl,RPE1,36,28,11485
jurkat,PDCD2+ctrl,RPE1,29,23,11485
jurkat,PDCD7+ctrl,RPE1,32,25,11485
jurkat,PDRG1+ctrl,RPE1,27,19,11485
jurkat,PELP1+ctrl,RPE1,70,41,11485
jurkat,PET117+ctrl,RPE1,154,54,11485
jurkat,PFDN2+ctrl,RPE1,39,30,11485
jurkat,PGAM1+ctrl,RPE1,115,46,11485
jurkat,PHAX+ctrl,RPE1,108,49,11485
jurkat,PHB2+ctrl,RPE1,57,33,11485
jurkat,PMPCB+ctrl,RPE1,145,51,11485
jurkat,PNN+ctrl,RPE1,66,40,11485
jurkat,POLD2+ctrl,RPE1,97,48,11485
jurkat,POLD3+ctrl,RPE1,45,31,11485
jurkat,POLR2F+ctrl,RPE1,53,34,11485
jurkat,POLR2I+ctrl,RPE1,143,52,11485
jurkat,POLR3D+ctrl,RPE1,30,22,11485
jurkat,POLR3E+ctrl,RPE1,40,28,11485
jurkat,POLR3F+ctrl,RPE1,37,27,11485
jurkat,POLRMT+ctrl,RPE1,212,56,11485
jurkat,POP4+ctrl,RPE1,40,27,11485
jurkat,POP5+ctrl,RPE1,37,27,11485
jurkat,POP7+ctrl,RPE1,56,32,11485
jurkat,PPIE+ctrl,RPE1,25,23,11485
jurkat,PPIH+ctrl,RPE1,36,31,11485
jurkat,PPIL4+ctrl,RPE1,86,47,11485
jurkat,PPP1R11+ctrl,RPE1,47,32,11485
jurkat,PPP1R8+ctrl,RPE1,142,52,11485
jurkat,PPP2R1A+ctrl,RPE1,215,54,11485
jurkat,PPP4R2+ctrl,RPE1,68,35,11485
jurkat,PRMT1+ctrl,RPE1,36,28,11485
jurkat,PRMT5+ctrl,RPE1,126,50,11485
jurkat,PRPF18+ctrl,RPE1,59,34,11485
jurkat,PRRC2A+ctrl,RPE1,147,52,11485
jurkat,PSMB2+ctrl,RPE1,49,32,11485
jurkat,PSMB6+ctrl,RPE1,57,37,11485
jurkat,PSMC1+ctrl,RPE1,68,39,11485
jurkat,PSMC2+ctrl,RPE1,34,26,11485
jurkat,PSMD12+ctrl,RPE1,15,12,11485
jurkat,PSMD4+ctrl,RPE1,22,21,11485
jurkat,PTCD1+ctrl,RPE1,71,43,11485
jurkat,QARS+ctrl,RPE1,78,41,11485
jurkat,RABGGTA+ctrl,RPE1,189,55,11485
jurkat,RAD21+ctrl,RPE1,31,22,11485
jurkat,RARS2+ctrl,RPE1,132,51,11485
jurkat,RBBP4+ctrl,RPE1,48,32,11485
jurkat,RBM25+ctrl,RPE1,32,25,11485
jurkat,RBM42+ctrl,RPE1,46,29,11485
jurkat,RBM48+ctrl,RPE1,33,22,11485
jurkat,RCL1+ctrl,RPE1,38,29,11485
jurkat,RFC2+ctrl,RPE1,77,42,11485
jurkat,RFC4+ctrl,RPE1,35,26,11485
jurkat,RINT1+ctrl,RPE1,72,41,11485
jurkat,RNASEH2C+ctrl,RPE1,129,51,11485
jurkat,RNF113A+ctrl,RPE1,59,30,11485
jurkat,RNF20+ctrl,RPE1,147,52,11485
jurkat,RNMT+ctrl,RPE1,69,39,11485
jurkat,RNPS1+ctrl,RPE1,27,20,11485
jurkat,RPAP1+ctrl,RPE1,37,28,11485
jurkat,RPL10+ctrl,RPE1,71,39,11485
jurkat,RPL11+ctrl,RPE1,57,33,11485
jurkat,RPL12+ctrl,RPE1,73,38,11485
jurkat,RPL14+ctrl,RPE1,42,27,11485
jurkat,RPL17+ctrl,RPE1,59,32,11485
jurkat,RPL18+ctrl,RPE1,56,36,11485
jurkat,RPL21+ctrl,RPE1,27,23,11485
jurkat,RPL23A+ctrl,RPE1,43,31,11485
jurkat,RPL26+ctrl,RPE1,49,31,11485
jurkat,RPL32+ctrl,RPE1,64,42,11485
jurkat,RPL34+ctrl,RPE1,31,23,11485
jurkat,RPL35+ctrl,RPE1,66,42,11485
jurkat,RPL35A+ctrl,RPE1,96,49,11485
jurkat,RPL37A+ctrl,RPE1,68,39,11485
jurkat,RPL38+ctrl,RPE1,27,18,11485
jurkat,RPL39+ctrl,RPE1,40,30,11485
jurkat,RPL4+ctrl,RPE1,60,33,11485
jurkat,RPL5+ctrl,RPE1,57,30,11485
jurkat,RPL7+ctrl,RPE1,117,47,11485
jurkat,RPL9+ctrl,RPE1,42,33,11485
jurkat,RPLP0+ctrl,RPE1,96,46,11485
jurkat,RPP30+ctrl,RPE1,36,22,11485
jurkat,RPS10+ctrl,RPE1,17,14,11485
jurkat,RPS15+ctrl,RPE1,40,28,11485
jurkat,RPS15A+ctrl,RPE1,26,20,11485
jurkat,RPS19BP1+ctrl,RPE1,25,19,11485
jurkat,RPS2+ctrl,RPE1,50,31,11485
jurkat,RPS20+ctrl,RPE1,29,20,11485
jurkat,RPS24+ctrl,RPE1,32,28,11485
jurkat,RPS27+ctrl,RPE1,55,35,11485
jurkat,RPS27A+ctrl,RPE1,65,40,11485
jurkat,RPS29+ctrl,RPE1,41,29,11485
jurkat,RPS3+ctrl,RPE1,42,28,11485
jurkat,RPS3A+ctrl,RPE1,36,25,11485
jurkat,RPS6+ctrl,RPE1,49,33,11485
jurkat,RPTOR+ctrl,RPE1,30,22,11485
jurkat,RRN3+ctrl,RPE1,42,29,11485
jurkat,RRP12+ctrl,RPE1,28,24,11485
jurkat,RSL1D1+ctrl,RPE1,75,38,11485
jurkat,RTF1+ctrl,RPE1,44,29,11485
jurkat,RUVBL1+ctrl,RPE1,103,41,11485
jurkat,SAMM50+ctrl,RPE1,43,27,11485
jurkat,SARS2+ctrl,RPE1,108,52,11485
jurkat,SART3+ctrl,RPE1,233,55,11485
jurkat,SBNO1+ctrl,RPE1,156,53,11485
jurkat,SCAF1+ctrl,RPE1,62,39,11485
jurkat,SDAD1+ctrl,RPE1,36,27,11485
jurkat,SDE2+ctrl,RPE1,53,33,11485
jurkat,SDHC+ctrl,RPE1,47,35,11485
jurkat,SETD1A+ctrl,RPE1,78,47,11485
jurkat,SETDB1+ctrl,RPE1,121,48,11485
jurkat,SF3A2+ctrl,RPE1,136,52,11485
jurkat,SFSWAP+ctrl,RPE1,29,22,11485
jurkat,SLBP+ctrl,RPE1,35,26,11485
jurkat,SLC39A9+ctrl,RPE1,115,49,11485
jurkat,SLC7A6OS+ctrl,RPE1,106,49,11485
jurkat,SLU7+ctrl,RPE1,72,39,11485
jurkat,SMC1A+ctrl,RPE1,88,44,11485
jurkat,SMG5+ctrl,RPE1,462,56,11485
jurkat,SNAPC1+ctrl,RPE1,48,34,11485
jurkat,SNIP1+ctrl,RPE1,46,30,11485
jurkat,SNRNP200+ctrl,RPE1,95,48,11485
jurkat,SNRPB+ctrl,RPE1,38,27,11485
jurkat,SNRPC+ctrl,RPE1,96,46,11485
jurkat,SNRPD1+ctrl,RPE1,42,28,11485
jurkat,SNRPD3+ctrl,RPE1,34,28,11485
jurkat,SNRPF+ctrl,RPE1,34,26,11485
jurkat,SPCS3+ctrl,RPE1,128,50,11485
jurkat,SRRM1+ctrl,RPE1,53,36,11485
jurkat,SRRM2+ctrl,RPE1,56,35,11485
jurkat,SRSF1+ctrl,RPE1,27,21,11485
jurkat,SRSF10+ctrl,RPE1,111,49,11485
jurkat,SSU72+ctrl,RPE1,226,55,11485
jurkat,STRAP+ctrl,RPE1,66,40,11485
jurkat,SUGP1+ctrl,RPE1,27,19,11485
jurkat,SUPT16H+ctrl,RPE1,26,19,11485
jurkat,SURF6+ctrl,RPE1,33,27,11485
jurkat,TADA3+ctrl,RPE1,60,35,11485
jurkat,TAF10+ctrl,RPE1,23,18,11485
jurkat,TAF6+ctrl,RPE1,75,40,11485
jurkat,TAF7+ctrl,RPE1,38,24,11485
jurkat,TBCB+ctrl,RPE1,37,29,11485
jurkat,TCERG1+ctrl,RPE1,60,38,11485
jurkat,TCOF1+ctrl,RPE1,32,25,11485
jurkat,TELO2+ctrl,RPE1,47,31,11485
jurkat,TERF2+ctrl,RPE1,61,40,11485
jurkat,THAP11+ctrl,RPE1,144,52,11485
jurkat,THOC7+ctrl,RPE1,146,52,11485
jurkat,TIMM13+ctrl,RPE1,114,48,11485
jurkat,TIMM23B+ctrl,RPE1,343,56,11485
jurkat,TIMM44+ctrl,RPE1,50,34,11485
jurkat,TMX2+ctrl,RPE1,137,49,11485
jurkat,TOMM22+ctrl,RPE1,103,51,11485
jurkat,TOP1+ctrl,RPE1,36,26,11485
jurkat,TPR+ctrl,RPE1,116,51,11485
jurkat,TRA2B+ctrl,RPE1,90,45,11485
jurkat,TRMT112+ctrl,RPE1,58,38,11485
jurkat,TRMT5+ctrl,RPE1,59,36,11485
jurkat,TSEN2+ctrl,RPE1,85,43,11485
jurkat,TSG101+ctrl,RPE1,54,39,11485
jurkat,TSR1+ctrl,RPE1,145,51,11485
jurkat,TTI1+ctrl,RPE1,80,45,11485
jurkat,TXNL4A+ctrl,RPE1,23,19,11485
jurkat,U2AF1+ctrl,RPE1,83,43,11485
jurkat,U2SURP+ctrl,RPE1,35,26,11485
jurkat,UBA3+ctrl,RPE1,59,38,11485
jurkat,UBA52+ctrl,RPE1,110,44,11485
jurkat,UBAP1+ctrl,RPE1,30,22,11485
jurkat,UBL5+ctrl,RPE1,114,48,11485
jurkat,UBQLN4+ctrl,RPE1,46,32,11485
jurkat,UFM1+ctrl,RPE1,43,31,11485
jurkat,UPF2+ctrl,RPE1,104,46,11485
jurkat,UQCRB+ctrl,RPE1,98,48,11485
jurkat,UQCRFS1+ctrl,RPE1,27,21,11485
jurkat,UQCRQ+ctrl,RPE1,63,38,11485
jurkat,USPL1+ctrl,RPE1,36,23,11485
jurkat,UTP20+ctrl,RPE1,31,25,11485
jurkat,UTP23+ctrl,RPE1,48,33,11485
jurkat,UXT+ctrl,RPE1,62,33,11485
jurkat,WAC+ctrl,RPE1,91,46,11485
jurkat,WDHD1+ctrl,RPE1,40,30,11485
jurkat,WDR12+ctrl,RPE1,41,29,11485
jurkat,WDR33+ctrl,RPE1,32,25,11485
jurkat,WDR61+ctrl,RPE1,59,33,11485
jurkat,XRCC5+ctrl,RPE1,54,32,11485
jurkat,YEATS2+ctrl,RPE1,69,39,11485
jurkat,ZBTB17+ctrl,RPE1,282,56,11485
jurkat,ZC3H18+ctrl,RPE1,59,36,11485
jurkat,ZCRB1+ctrl,RPE1,75,39,11485
jurkat,ZFC3H1+ctrl,RPE1,83,41,11485
jurkat,ZMAT2+ctrl,RPE1,192,52,11485
jurkat,ZMAT5+ctrl,RPE1,50,36,11485
jurkat,ZNF236+ctrl,RPE1,101,46,11485
jurkat,AARS+ctrl,hepg2,51,33,4976
jurkat,ABCE1+ctrl,hepg2,23,21,4976
jurkat,ABCF1+ctrl,hepg2,64,41,4976
jurkat,ABT1+ctrl,hepg2,99,49,4976
jurkat,ACTB+ctrl,hepg2,40,25,4976
jurkat,ACTR6+ctrl,hepg2,51,33,4976
jurkat,AHCTF1+ctrl,hepg2,50,35,4976
jurkat,AKIRIN2+ctrl,hepg2,75,41,4976
jurkat,ALG13+ctrl,hepg2,30,23,4976
jurkat,ARGLU1+ctrl,hepg2,36,25,4976
jurkat,ARL2+ctrl,hepg2,74,40,4976
jurkat,ATP6V0B+ctrl,hepg2,51,32,4976
jurkat,ATP6V1A+ctrl,hepg2,43,31,4976
jurkat,ATR+ctrl,hepg2,96,45,4976
jurkat,ATRIP+ctrl,hepg2,40,30,4976
jurkat,BDP1+ctrl,hepg2,22,18,4976
jurkat,BRIX1+ctrl,hepg2,89,46,4976
jurkat,BUB3+ctrl,hepg2,14,13,4976
jurkat,BYSL+ctrl,hepg2,41,30,4976
jurkat,CCDC59+ctrl,hepg2,100,43,4976
jurkat,CCNH+ctrl,hepg2,92,44,4976
jurkat,CCT4+ctrl,hepg2,81,42,4976
jurkat,CCT7+ctrl,hepg2,107,49,4976
jurkat,CD3EAP+ctrl,hepg2,90,45,4976
jurkat,CDC123+ctrl,hepg2,44,32,4976
jurkat,CDC5L+ctrl,hepg2,25,17,4976
jurkat,CDC73+ctrl,hepg2,54,34,4976
jurkat,CEP192+ctrl,hepg2,24,22,4976
jurkat,CHCHD4+ctrl,hepg2,60,34,4976
jurkat,CHD4+ctrl,hepg2,25,18,4976
jurkat,CHEK1+ctrl,hepg2,57,35,4976
jurkat,CMTR1+ctrl,hepg2,56,34,4976
jurkat,CNOT2+ctrl,hepg2,28,22,4976
jurkat,COPS2+ctrl,hepg2,70,40,4976
jurkat,COPS4+ctrl,hepg2,58,37,4976
jurkat,COX11+ctrl,hepg2,89,45,4976
jurkat,COX7C+ctrl,hepg2,41,29,4976
jurkat,CPSF1+ctrl,hepg2,58,36,4976
jurkat,CPSF3+ctrl,hepg2,189,51,4976
jurkat,CPSF4+ctrl,hepg2,63,36,4976
jurkat,CPSF6+ctrl,hepg2,34,24,4976
jurkat,CSE1L+ctrl,hepg2,219,55,4976
jurkat,CSNK1A1+ctrl,hepg2,16,14,4976
jurkat,CSNK2B+ctrl,hepg2,106,45,4976
jurkat,CSTF3+ctrl,hepg2,67,39,4976
jurkat,CUL2+ctrl,hepg2,70,39,4976
jurkat,CWC15+ctrl,hepg2,42,28,4976
jurkat,CWF19L2+ctrl,hepg2,23,21,4976
jurkat,DAP3+ctrl,hepg2,51,32,4976
jurkat,DARS+ctrl,hepg2,41,27,4976
jurkat,DDB1+ctrl,hepg2,64,36,4976
jurkat,DDX10+ctrl,hepg2,89,44,4976
jurkat,DDX18+ctrl,hepg2,62,36,4976
jurkat,DDX23+ctrl,hepg2,148,53,4976
jurkat,DDX46+ctrl,hepg2,89,44,4976
jurkat,DDX5+ctrl,hepg2,92,47,4976
jurkat,DDX52+ctrl,hepg2,92,39,4976
jurkat,DDX55+ctrl,hepg2,134,52,4976
jurkat,DENR+ctrl,hepg2,47,28,4976
jurkat,DHX16+ctrl,hepg2,68,41,4976
jurkat,DHX33+ctrl,hepg2,30,23,4976
jurkat,DHX36+ctrl,hepg2,39,29,4976
jurkat,DHX37+ctrl,hepg2,119,50,4976
jurkat,DKC1+ctrl,hepg2,39,24,4976
jurkat,DLD+ctrl,hepg2,98,49,4976
jurkat,DMAP1+ctrl,hepg2,24,18,4976
jurkat,DNAJC17+ctrl,hepg2,60,33,4976
jurkat,DNAJC8+ctrl,hepg2,78,39,4976
jurkat,DNM1L+ctrl,hepg2,37,25,4976
jurkat,DNMT1+ctrl,hepg2,80,40,4976
jurkat,DNTTIP2+ctrl,hepg2,52,35,4976
jurkat,DR1+ctrl,hepg2,23,19,4976
jurkat,DTL+ctrl,hepg2,60,34,4976
jurkat,DYNC1H1+ctrl,hepg2,17,16,4976
jurkat,DYNC1I2+ctrl,hepg2,46,31,4976
jurkat,EBNA1BP2+ctrl,hepg2,52,33,4976
jurkat,EEF2+ctrl,hepg2,46,30,4976
jurkat,EIF2B1+ctrl,hepg2,177,52,4976
jurkat,EIF2B5+ctrl,hepg2,111,45,4976
jurkat,EIF2S1+ctrl,hepg2,69,36,4976
jurkat,EIF2S2+ctrl,hepg2,62,40,4976
jurkat,EIF2S3+ctrl,hepg2,48,30,4976
jurkat,EIF3B+ctrl,hepg2,105,47,4976
jurkat,EIF3E+ctrl,hepg2,25,19,4976
jurkat,EIF3I+ctrl,hepg2,83,45,4976
jurkat,EIF3J+ctrl,hepg2,43,33,4976
jurkat,EIF4E+ctrl,hepg2,52,33,4976
jurkat,EIF4G2+ctrl,hepg2,45,33,4976
jurkat,EIF5+ctrl,hepg2,29,25,4976
jurkat,EIF6+ctrl,hepg2,92,40,4976
jurkat,ERCC2+ctrl,hepg2,54,30,4976
jurkat,ESF1+ctrl,hepg2,124,49,4976
jurkat,ETF1+ctrl,hepg2,72,43,4976
jurkat,EXOC7+ctrl,hepg2,65,39,4976
jurkat,EXOSC10+ctrl,hepg2,29,21,4976
jurkat,EXOSC2+ctrl,hepg2,114,50,4976
jurkat,EXOSC3+ctrl,hepg2,82,39,4976
jurkat,EXOSC7+ctrl,hepg2,45,27,4976
jurkat,FAM136A+ctrl,hepg2,261,53,4976
jurkat,FAM32A+ctrl,hepg2,53,34,4976
jurkat,FARSA+ctrl,hepg2,45,27,4976
jurkat,FBL+ctrl,hepg2,27,21,4976
jurkat,FTSJ3+ctrl,hepg2,27,20,4976
jurkat,GARS+ctrl,hepg2,53,32,4976
jurkat,GFER+ctrl,hepg2,43,31,4976
jurkat,GFM1+ctrl,hepg2,717,55,4976
jurkat,GINS2+ctrl,hepg2,60,35,4976
jurkat,GLE1+ctrl,hepg2,97,48,4976
jurkat,GMPS+ctrl,hepg2,26,19,4976
jurkat,GNL3+ctrl,hepg2,98,51,4976
jurkat,GNL3L+ctrl,hepg2,59,38,4976
jurkat,GPN1+ctrl,hepg2,54,34,4976
jurkat,GPN3+ctrl,hepg2,80,39,4976
jurkat,GRSF1+ctrl,hepg2,61,31,4976
jurkat,GTF2B+ctrl,hepg2,24,18,4976
jurkat,GTF2E1+ctrl,hepg2,53,32,4976
jurkat,GTF2F2+ctrl,hepg2,73,39,4976
jurkat,HGS+ctrl,hepg2,42,28,4976
jurkat,HMGCS1+ctrl,hepg2,56,33,4976
jurkat,HNRNPH1+ctrl,hepg2,48,30,4976
jurkat,HNRNPM+ctrl,hepg2,29,24,4976
jurkat,HSPA9+ctrl,hepg2,98,45,4976
jurkat,HSPE1+ctrl,hepg2,84,42,4976
jurkat,IARS+ctrl,hepg2,31,25,4976
jurkat,ICE1+ctrl,hepg2,43,28,4976
jurkat,IGBP1+ctrl,hepg2,48,29,4976
jurkat,ILF2+ctrl,hepg2,46,31,4976
jurkat,IMPDH2+ctrl,hepg2,85,42,4976
jurkat,INO80B+ctrl,hepg2,44,30,4976
jurkat,INTS3+ctrl,hepg2,71,39,4976
jurkat,INTS4+ctrl,hepg2,60,34,4976
jurkat,INTS9+ctrl,hepg2,87,42,4976
jurkat,IPO9+ctrl,hepg2,42,27,4976
jurkat,ISG20L2+ctrl,hepg2,69,38,4976
jurkat,KANSL1+ctrl,hepg2,36,23,4976
jurkat,KAT8+ctrl,hepg2,30,25,4976
jurkat,KRI1+ctrl,hepg2,63,34,4976
jurkat,KRR1+ctrl,hepg2,35,27,4976
jurkat,LAS1L+ctrl,hepg2,78,42,4976
jurkat,LETM1+ctrl,hepg2,69,40,4976
jurkat,LSG1+ctrl,hepg2,82,37,4976
jurkat,LSM3+ctrl,hepg2,29,19,4976
jurkat,LSM4+ctrl,hepg2,42,36,4976
jurkat,LSM5+ctrl,hepg2,86,39,4976
jurkat,LSM6+ctrl,hepg2,55,33,4976
jurkat,LSM7+ctrl,hepg2,62,36,4976
jurkat,MAD2L1+ctrl,hepg2,86,44,4976
jurkat,MAK16+ctrl,hepg2,37,25,4976
jurkat,MARS+ctrl,hepg2,42,30,4976
jurkat,MAX+ctrl,hepg2,43,29,4976
jurkat,MCM2+ctrl,hepg2,40,31,4976
jurkat,MCM3+ctrl,hepg2,132,47,4976
jurkat,MCM3AP+ctrl,hepg2,56,37,4976
jurkat,MCM4+ctrl,hepg2,21,17,4976
jurkat,MCM6+ctrl,hepg2,123,47,4976
jurkat,MED11+ctrl,hepg2,86,36,4976
jurkat,MED17+ctrl,hepg2,32,23,4976
jurkat,MED19+ctrl,hepg2,110,47,4976
jurkat,MED26+ctrl,hepg2,31,25,4976
jurkat,MED29+ctrl,hepg2,36,24,4976
jurkat,MED30+ctrl,hepg2,36,29,4976
jurkat,MED4+ctrl,hepg2,130,47,4976
jurkat,METAP2+ctrl,hepg2,35,23,4976
jurkat,MICOS10+ctrl,hepg2,54,36,4976
jurkat,MIOS+ctrl,hepg2,62,38,4976
jurkat,MNAT1+ctrl,hepg2,67,36,4976
jurkat,MPHOSPH10+ctrl,hepg2,79,40,4976
jurkat,MRGBP+ctrl,hepg2,110,48,4976
jurkat,MRPL14+ctrl,hepg2,44,29,4976
jurkat,MRPL17+ctrl,hepg2,27,23,4976
jurkat,MRPL18+ctrl,hepg2,34,25,4976
jurkat,MRPL3+ctrl,hepg2,64,33,4976
jurkat,MRPL36+ctrl,hepg2,397,55,4976
jurkat,MRPL37+ctrl,hepg2,32,24,4976
jurkat,MRPL38+ctrl,hepg2,50,37,4976
jurkat,MRPL41+ctrl,hepg2,50,33,4976
jurkat,MRPL43+ctrl,hepg2,21,16,4976
jurkat,MRPL51+ctrl,hepg2,40,28,4976
jurkat,MRPS2+ctrl,hepg2,26,20,4976
